taxon_id,created_at,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
69792,7,7,7,0,7,7,7,7,0,7,7,0,7,7,7,7,7,0,0,0,7,0,0,0,0,0,0
69814,120,120,120,120,120,120,120,120,0,120,0,0,120,0,0,120,0,0,0,0,120,0,120,0,0,0,0
69819,7,4,7,7,7,7,7,7,0,7,0,0,7,0,0,7,0,0,0,0,7,0,0,0,0,0,0
69820,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
69910,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69913,16,15,16,16,16,16,16,0,0,16,0,0,16,0,0,16,0,0,0,0,16,0,0,0,0,0,0
69930,16,16,16,16,16,16,16,16,0,16,0,0,16,0,0,16,0,0,0,0,16,0,16,0,0,0,0
69968,16,14,16,16,16,16,16,16,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69988,21,20,21,21,21,21,21,21,0,21,21,0,21,21,21,21,21,0,21,21,21,0,0,0,0,0,0
69989,44,44,44,44,44,44,44,44,0,44,0,0,44,44,0,44,44,0,0,0,44,0,44,0,0,0,0
70054,2,1,2,2,2,2,2,2,0,2,0,0,2,0,0,2,0,0,2,0,2,0,2,0,0,0,0
70058,4,4,4,0,4,4,4,4,0,4,4,0,4,4,4,4,4,0,4,0,4,0,0,0,0,0,0
70071,19,19,19,19,19,19,19,19,0,19,19,0,19,0,19,19,19,0,19,19,19,0,19,0,0,0,0
70087,2,2,2,0,2,2,2,2,0,2,2,0,2,2,2,2,2,0,2,0,2,0,2,0,0,0,0
70105,44,44,44,44,44,44,44,44,0,44,44,0,44,0,44,44,44,0,44,0,44,0,44,0,0,0,0
70118,50,50,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,0,0,0,50,0,50,0,0,0,0
70119,2,2,2,0,2,2,2,2,0,2,2,0,2,2,0,2,2,0,0,0,2,0,2,0,0,0,0
70123,6,6,6,0,6,6,6,6,0,6,6,0,6,6,0,6,6,0,0,0,6,0,0,0,0,0,0
70127,8,8,8,0,8,8,8,8,0,8,8,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0
70128,123,123,123,123,123,123,123,123,0,123,123,0,123,0,123,123,123,0,123,123,123,0,123,0,0,0,0
70131,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
70136,10,10,10,10,10,10,10,10,0,10,0,0,10,0,0,10,10,0,10,10,10,0,10,0,0,0,0
70140,8,8,8,0,8,8,8,8,0,8,8,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0
70143,6,6,6,0,6,6,6,6,0,6,6,0,6,6,6,6,6,0,0,0,6,0,0,0,0,0,0
70144,20,19,20,20,20,20,20,20,0,20,20,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0
70145,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
70147,3,3,3,0,3,3,3,3,0,3,3,0,3,3,0,3,3,0,3,3,3,0,3,0,0,0,0
70148,2,2,2,0,2,2,2,2,0,2,2,0,2,2,0,2,2,0,2,2,2,0,0,0,0,0,0
70151,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
70152,28,26,28,0,28,28,28,28,0,28,28,0,28,28,28,28,28,0,0,0,28,0,0,0,0,0,0
70175,33,31,33,33,33,33,33,33,0,33,33,0,33,33,33,33,33,0,0,0,33,0,33,0,0,0,0
70189,39,39,39,0,39,39,39,39,0,39,39,0,39,39,0,39,39,0,39,0,39,0,0,0,0,0,0
70190,26,26,26,0,26,26,26,26,0,26,26,0,26,26,0,26,26,0,26,26,26,0,26,0,0,0,0
70192,146,146,146,146,146,146,146,146,0,146,146,0,146,146,146,146,146,0,146,0,146,0,146,0,0,0,0
70203,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,0,0,0,0,2,0,2,0,0,0,0
70205,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
70210,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
70211,27,27,27,0,27,27,27,27,0,27,27,0,27,27,0,27,27,0,27,27,27,0,27,0,0,0,0
70213,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
70265,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
70355,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
70357,34,34,34,34,34,34,34,34,0,34,34,0,34,34,34,34,34,0,34,0,34,0,34,0,0,0,0
70400,7,7,7,0,7,7,7,7,0,7,7,0,7,7,7,7,7,0,7,0,7,0,7,0,0,0,0
70401,2,2,2,0,2,2,2,2,0,2,2,0,2,2,2,2,2,0,0,0,2,0,2,0,0,0,0
70404,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
70405,4,4,4,0,4,4,4,4,0,4,4,0,4,4,0,4,4,0,4,0,4,0,4,0,0,0,0
70406,12,12,12,0,12,12,12,12,0,12,12,0,12,12,0,12,12,0,12,0,12,0,0,0,0,0,0
70407,2,2,2,0,2,2,2,2,0,2,2,0,2,2,0,2,2,0,2,2,2,0,2,0,0,0,0
70415,22,22,22,0,22,22,22,22,0,22,22,0,22,22,0,22,22,0,22,22,22,0,22,0,0,0,0
70647,4,4,4,4,4,4,4,4,0,4,0,0,4,0,0,4,4,0,0,0,4,0,4,0,0,0,0
71047,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
71051,3,3,3,3,3,3,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
71060,3,3,3,3,3,3,3,3,0,3,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0
71061,25,21,25,25,25,25,25,25,0,25,0,0,25,25,25,25,0,0,0,0,25,0,25,0,0,0,0
71065,4,4,4,4,4,4,4,4,0,4,0,0,4,0,0,4,0,0,0,0,4,0,4,0,0,0,0
71110,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
71130,27,26,27,27,27,27,27,27,0,27,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
71136,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
71140,18,17,18,18,18,18,18,18,0,18,0,0,18,0,0,18,18,0,18,18,18,0,18,0,0,0,0
71141,79,76,79,79,79,79,79,79,0,79,0,0,79,0,0,79,79,0,79,79,79,0,79,0,0,0,0
71157,7,6,7,0,7,7,7,7,0,7,7,0,7,7,7,7,7,0,7,0,7,0,0,0,0,0,0
71169,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,0,3,3,3,0,0,0,0,0,0
71219,144,144,144,144,144,144,144,144,0,144,144,0,144,144,144,144,144,0,144,0,144,0,144,0,0,0,0
71248,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,0,8,0,8,0,8,0,0,0,0
71261,4,4,4,0,4,4,4,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71289,2,2,2,0,2,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71339,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71737,21,21,21,21,21,21,21,21,0,21,0,0,21,0,0,21,0,0,0,0,21,0,0,0,0,0,0
71958,2,2,2,2,2,2,2,2,0,2,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0
71973,3,3,3,3,3,3,3,3,0,3,0,0,3,0,0,3,3,0,3,3,3,0,0,0,0,0,0
71982,3,1,3,3,3,3,3,3,0,3,0,0,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0
71983,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
71987,5,1,5,0,5,5,5,5,0,5,0,0,5,0,0,5,0,0,5,0,5,0,0,0,0,0,0
71988,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
71989,3,2,3,3,3,3,3,3,0,3,0,0,3,0,0,3,3,0,3,0,3,0,0,0,0,0,0
71992,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
71995,5,0,5,5,5,5,5,5,0,5,0,0,5,0,0,5,0,0,5,0,5,0,0,0,0,0,0
72009,5,4,5,5,5,5,5,5,0,5,0,0,5,0,0,5,5,0,5,5,5,0,0,0,0,0,0
72030,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
72039,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
72051,4,4,4,4,4,4,4,4,0,4,0,0,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0
72068,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
72071,9,9,9,9,9,9,9,9,0,9,0,0,9,0,0,9,9,0,9,0,9,0,0,0,0,0,0
72073,2,2,2,0,2,2,2,2,0,2,0,0,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0
72087,3,2,3,3,3,3,3,3,0,3,0,0,3,0,0,3,3,0,3,3,3,0,0,0,0,0,0
72097,4,3,4,4,4,4,4,4,0,4,0,0,4,0,0,4,0,0,4,0,4,0,0,0,0,0,0
72109,6,6,6,6,6,6,6,6,0,6,0,0,6,0,0,6,6,0,6,6,6,0,0,0,0,0,0
72122,29,20,29,29,29,29,29,29,0,29,0,0,29,0,0,29,29,0,29,0,29,0,0,0,0,0,0
72123,2,2,2,0,2,2,2,2,0,2,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0
72124,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
72133,7,6,7,7,7,7,7,7,0,7,0,0,7,0,0,7,7,0,7,7,7,0,0,0,0,0,0
72156,3,2,3,3,3,3,3,3,0,3,0,0,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0
72165,4,3,4,4,4,4,4,4,0,4,0,0,4,0,0,4,4,0,4,4,4,0,0,0,0,0,0
72245,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
72249,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
72256,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
72276,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
72290,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
72332,2,1,2,2,2,2,2,2,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0
72336,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
72340,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
72341,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
72346,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
72389,2,2,2,2,2,2,2,2,0,2,0,0,2,0,0,2,2,0,2,0,2,0,0,0,0,0,0
72396,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
73203,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
73222,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
74113,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
74314,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,0,14,0,14,0,14,0,0,0,0
74383,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,0,0,0,2,0,2,0,0,0,0
74699,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,0,0,2,0,2,0,0,0,0
75310,48,48,48,48,48,48,48,48,0,48,0,0,48,0,0,48,48,0,48,0,48,0,48,0,0,0,0
75312,18,16,18,18,18,18,18,18,0,18,0,0,18,0,0,18,18,0,18,18,18,0,18,0,0,0,0
75314,13,12,13,13,13,13,13,13,0,13,0,0,13,0,0,13,13,0,13,13,13,0,13,0,0,0,0
75333,3,3,3,3,3,3,3,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0
75363,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
75371,9,9,9,9,9,9,9,9,0,9,0,0,9,0,0,9,9,0,9,0,9,0,9,0,0,0,0
75377,149,145,149,149,149,149,149,149,0,149,0,0,149,0,0,149,0,0,0,0,149,0,149,0,0,0,0
75381,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0
75388,3,3,3,3,3,3,3,3,0,3,0,0,3,0,0,3,0,0,3,0,3,0,3,0,0,0,0
75392,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
75397,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
75398,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
75415,7,6,7,7,7,7,7,7,0,7,0,0,7,0,0,7,7,0,7,0,7,0,7,0,0,0,0
75430,313,313,313,313,313,313,313,313,0,313,0,0,313,0,0,313,313,0,313,0,313,0,313,0,0,0,0
75445,10,8,10,10,10,10,10,10,0,10,0,0,10,0,0,10,10,0,10,0,10,0,10,0,0,0,0
75472,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0
75473,11,10,11,11,11,11,11,11,0,11,0,0,11,0,0,11,11,0,11,11,11,0,11,0,0,0,0
75475,84,84,84,84,84,84,84,84,0,84,0,0,84,0,0,84,84,0,84,84,84,0,84,0,0,0,0
75487,13,12,13,13,13,13,13,13,0,13,0,0,13,0,0,13,13,0,13,13,13,0,13,0,0,0,0
75501,39,33,39,39,39,39,39,39,0,39,0,0,39,0,0,39,39,0,39,39,39,0,39,0,0,0,0
75553,76,72,76,76,76,76,76,76,0,76,0,0,76,0,0,76,0,0,76,0,76,0,76,0,0,0,0
75566,168,158,168,168,168,168,168,168,0,168,0,0,168,0,0,168,0,0,168,0,168,0,168,0,0,0,0
75583,36,33,36,36,36,36,36,36,0,36,0,0,36,0,0,36,36,0,36,36,36,0,36,0,0,0,0
75600,9,8,9,9,9,9,9,9,0,9,0,0,9,0,0,9,9,0,9,0,9,0,9,0,0,0,0
75605,4,4,4,4,4,4,4,4,0,4,0,0,4,0,0,4,4,0,4,0,4,0,4,0,0,0,0
75609,5,5,5,5,5,5,5,0,0,5,5,0,5,5,0,5,0,0,0,0,5,0,5,0,0,0,0
75709,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
75758,108,96,108,108,108,108,108,108,0,108,0,0,108,0,0,108,108,0,108,108,108,0,108,0,0,0,0
75762,371,371,371,371,371,371,371,371,0,371,0,0,371,0,0,371,0,0,371,0,371,0,371,0,0,0,0
75765,54,54,54,54,54,54,54,54,0,54,0,0,54,0,0,54,54,0,54,0,54,0,54,0,0,0,0
75767,54,54,54,54,54,54,54,54,0,54,0,0,54,0,0,54,54,0,54,0,54,0,54,0,0,0,0
75852,2,2,2,2,2,2,2,0,0,2,2,0,2,0,0,2,2,0,0,0,2,0,2,0,0,0,0
75864,3,3,3,3,3,3,3,3,0,3,0,0,3,0,0,3,3,0,3,0,3,0,3,0,0,0,0
75865,18,18,18,18,18,18,18,18,0,18,0,0,18,0,0,18,18,0,18,0,18,0,18,0,0,0,0
75869,23,20,23,23,23,23,23,23,0,23,0,0,23,0,0,23,0,0,23,0,23,0,23,0,0,0,0
75896,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
75903,89,85,89,89,89,89,89,89,0,89,0,0,89,0,0,89,89,0,89,0,89,0,89,0,0,0,0
75904,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
75911,16,16,16,16,16,16,16,16,0,16,0,0,16,0,0,16,16,0,16,0,16,0,16,0,0,0,0
75916,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
75930,3,2,3,3,3,3,3,3,0,3,0,0,3,0,0,3,3,0,3,3,3,0,3,0,0,0,0
75931,7,7,7,7,7,7,7,7,0,7,0,0,7,0,0,7,7,0,7,0,7,0,7,0,0,0,0
75937,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
75997,32,32,32,32,32,32,32,32,0,32,0,0,32,0,0,32,0,0,0,0,32,0,32,0,0,0,0
76006,5,5,5,5,5,5,5,5,0,5,0,0,5,0,0,5,5,0,5,5,5,0,5,0,0,0,0
76007,2,2,2,2,2,2,2,2,0,2,0,0,2,0,0,2,2,0,2,2,2,0,2,0,0,0,0
76013,10,10,10,10,10,10,10,10,0,10,0,0,10,0,0,10,10,0,10,0,10,0,10,0,0,0,0
76023,4,4,4,0,4,4,4,4,0,4,0,0,4,0,0,4,4,0,4,0,4,0,4,0,0,0,0
76031,3,3,3,3,3,3,3,3,0,3,0,0,3,0,0,3,3,0,3,0,3,0,3,0,0,0,0
76035,3,3,3,3,3,3,3,3,0,3,0,0,3,0,0,3,3,0,3,0,3,0,3,0,0,0,0
76063,9,7,9,9,9,9,9,9,0,9,0,0,9,0,0,9,9,0,9,0,9,0,9,0,0,0,0
76067,5,5,5,5,5,5,5,5,0,5,0,0,5,0,0,5,5,0,5,0,5,0,5,0,0,0,0
76071,9,9,9,9,9,9,9,9,0,9,0,0,9,0,0,9,9,0,9,0,9,0,9,0,0,0,0
76127,19,18,19,19,19,19,19,19,0,19,0,0,19,0,0,19,19,0,19,0,19,0,19,0,0,0,0
76128,5,5,5,5,5,5,5,5,0,5,0,0,5,0,0,5,5,0,5,0,5,0,5,0,0,0,0
76214,93,89,93,93,93,93,93,93,0,93,0,0,93,0,0,93,93,0,93,93,93,0,93,0,0,0,0
76217,2,2,2,2,2,2,2,2,0,2,0,0,2,0,0,2,0,0,2,2,2,0,2,0,0,0,0
76342,11,11,11,11,11,11,11,11,0,11,0,0,11,0,0,11,0,0,0,0,11,0,11,0,0,0,0
76430,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
76444,2,1,2,2,2,2,2,2,0,2,0,0,2,0,0,2,2,0,2,0,2,0,2,0,0,0,0
76456,145,139,145,145,145,145,145,145,0,145,0,0,145,0,0,145,145,0,145,145,145,0,145,0,0,0,0
76480,9,9,9,9,9,9,9,9,0,9,0,0,9,0,0,9,9,0,9,9,9,0,9,0,0,0,0
76581,16,16,16,16,16,16,16,16,0,16,0,0,16,0,0,16,16,0,16,16,16,0,16,0,0,0,0
76587,6,6,6,6,6,6,6,6,0,6,0,0,6,0,0,6,6,0,6,0,6,0,6,0,0,0,0
76603,7,7,7,7,7,7,7,7,0,7,0,0,7,0,0,7,7,0,7,0,7,0,7,0,0,0,0
76606,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0
76610,285,284,285,285,285,285,285,285,0,285,0,0,285,0,0,285,285,0,285,285,285,0,285,0,0,0,0
76639,27,24,27,27,27,27,27,27,0,27,0,0,27,0,0,27,27,0,27,27,27,0,27,0,0,0,0
76647,202,199,202,202,202,202,202,202,0,202,0,0,202,0,0,202,0,0,202,0,202,0,202,0,0,0,0
76658,14,12,14,14,14,14,14,14,0,14,0,0,14,0,0,14,14,0,14,14,14,0,14,0,0,0,0
76664,8,8,8,8,8,8,8,8,0,8,0,0,8,0,0,8,0,0,8,0,8,0,8,0,0,0,0
76665,33,32,33,33,33,33,33,33,0,33,0,0,33,0,0,33,0,0,33,0,33,0,33,0,0,0,0
76704,17,17,17,17,17,17,17,17,0,17,0,0,17,0,0,17,0,0,17,0,17,0,17,0,0,0,0
76721,245,240,245,245,245,245,245,0,0,245,245,0,245,245,0,245,245,0,0,0,245,0,245,0,0,0,0
76751,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
76762,20,20,20,20,20,20,20,20,0,20,0,0,20,0,0,20,20,0,20,20,20,0,20,0,0,0,0
76780,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
76782,25,25,25,25,25,25,25,25,0,25,0,0,25,0,0,25,25,0,25,0,25,0,25,0,0,0,0
76785,5,5,5,5,5,5,5,5,0,5,0,0,5,0,0,5,5,0,5,0,5,0,5,0,0,0,0
76793,40,39,40,40,40,40,40,40,0,40,0,0,40,0,0,40,0,0,0,0,40,0,40,0,0,0,0
76812,73,73,73,73,73,73,73,73,0,73,0,0,73,0,0,73,73,0,73,0,73,0,73,0,0,0,0
76841,12,11,12,12,12,12,12,12,0,12,0,0,12,0,0,12,0,0,0,0,12,0,12,0,0,0,0
76846,19,19,19,19,19,19,19,0,0,19,19,0,19,0,0,19,0,0,0,0,19,0,19,0,0,0,0
76855,17,17,17,17,17,17,17,17,0,17,0,0,17,0,0,17,17,0,17,17,17,0,17,0,0,0,0
76897,505,464,505,505,505,505,505,505,0,505,0,0,505,0,0,505,505,0,505,505,505,0,505,0,0,0,0
76907,216,215,216,216,216,216,216,216,0,216,0,0,216,0,0,216,216,0,216,216,216,0,216,0,0,0,0
76942,8,8,8,8,8,8,8,8,0,8,0,0,8,0,0,8,8,0,8,8,8,0,8,0,0,0,0
77045,3,2,3,3,3,3,3,3,0,3,0,0,3,0,0,3,3,0,3,0,3,0,3,0,0,0,0
77056,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
77059,7,7,7,7,7,7,7,7,0,7,0,0,7,0,0,7,0,0,7,0,7,0,7,0,0,0,0
77068,68,67,68,68,68,68,68,68,0,68,0,0,68,0,0,68,0,0,68,0,68,0,68,0,0,0,0
77120,9,8,9,9,9,9,9,9,0,9,0,0,9,0,0,9,9,0,9,9,9,0,9,0,0,0,0
77129,42,36,42,42,42,42,42,42,0,42,0,0,42,0,0,42,42,0,42,42,42,0,42,0,0,0,0
77148,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0
77183,2,2,2,2,2,2,2,2,0,2,0,0,2,0,0,2,2,0,2,2,2,0,2,0,0,0,0
77188,39,38,39,39,39,39,39,39,0,39,0,0,39,0,0,39,39,0,39,0,39,0,39,0,0,0,0
77206,71,64,71,71,71,71,71,71,0,71,0,0,71,0,0,71,71,0,71,0,71,0,71,0,0,0,0
77253,3,3,3,3,3,3,3,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0
77255,3,2,3,3,3,3,3,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0
77259,5,5,5,5,5,5,5,5,0,5,0,0,5,0,0,5,0,0,0,0,5,0,5,0,0,0,0
77261,4,2,4,4,4,4,4,4,0,4,0,0,4,0,0,4,0,0,0,0,4,0,4,0,0,0,0
77265,6,6,6,6,6,6,6,6,0,6,0,0,6,0,0,6,6,0,6,0,6,0,6,0,0,0,0
77290,9,9,9,9,9,9,9,9,0,9,0,0,9,0,0,9,9,0,9,0,9,0,9,0,0,0,0
77293,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
77315,92,91,92,92,92,92,92,92,0,92,0,0,92,0,0,92,0,0,92,0,92,0,92,0,0,0,0
77360,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0
77408,2,2,2,0,2,2,2,2,0,2,0,0,2,0,0,2,0,0,2,0,2,0,2,0,0,0,0
77422,20,20,20,20,20,20,20,20,0,20,0,0,20,0,0,20,0,0,20,0,20,0,20,0,0,0,0
77468,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
77517,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
77552,26,25,26,26,26,26,26,26,0,26,0,0,26,0,0,26,0,0,0,0,26,0,26,0,0,0,0
77617,2,2,2,2,2,2,2,2,0,2,0,0,2,0,0,2,2,0,2,2,2,0,2,0,0,0,0
77638,131,131,131,131,131,131,131,131,0,131,0,0,131,0,0,131,131,0,131,0,131,0,131,0,0,0,0
77642,7,7,7,7,7,7,7,7,0,7,0,0,7,0,0,7,7,0,7,0,7,0,7,0,0,0,0
77655,43,43,43,43,43,43,43,43,0,43,0,0,43,0,0,43,43,0,0,0,43,0,43,0,0,0,0
77656,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
77666,3,2,3,3,3,3,3,3,0,3,0,0,3,0,0,3,0,0,3,0,3,0,3,0,0,0,0
77719,9,7,9,9,9,9,9,9,0,9,0,0,9,0,0,9,9,0,9,9,9,0,9,0,0,0,0
77758,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
77778,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
77780,15,15,15,15,15,15,15,15,0,15,0,0,15,0,0,15,15,0,0,0,15,0,15,0,0,0,0
77797,4,4,4,4,4,4,4,4,0,4,0,0,4,0,0,4,4,0,0,0,4,0,4,0,0,0,0
77836,6,6,6,6,6,6,6,6,0,6,0,0,6,0,0,6,6,0,0,0,6,0,6,0,0,0,0
77902,6,5,6,6,6,6,6,6,0,6,0,0,6,0,0,6,6,0,6,0,6,0,6,0,0,0,0
77914,173,173,173,173,173,173,173,0,0,173,0,0,173,0,0,173,173,0,0,0,173,0,173,0,0,0,0
77917,74,74,74,74,74,74,74,74,0,74,0,0,74,0,0,74,74,0,0,0,74,0,74,0,0,0,0
77918,6,6,6,6,6,6,6,6,0,6,0,0,6,0,0,6,0,0,0,0,6,0,6,0,0,0,0
77952,70,69,70,70,70,70,70,70,0,70,0,0,70,0,0,70,70,0,70,0,70,0,70,0,0,0,0
77954,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
77965,39,38,39,39,39,39,39,39,0,39,0,0,39,0,0,39,39,0,39,39,39,0,39,0,0,0,0
